AirportId,CountryId,StateId,CityId,Code,Name,TimeZone,Latitude,Longitude
1,59,NULL,9249,AAL,Aalborg Airport,+01:00,57.0928,9.84917
3,59,NULL,9254,AAR,Aarhus Tirstrup Airport,+01:00,56.3,10.6189
4,231,44,9271,ABI,Abilene Municipal Airport,-06:00,32.4114,-99.6819
5,231,11,9287,ABY,Albany Dougherty County Airport,-05:00,31.5356,-84.1944
6,231,44,9305,ACT,Waco Municipal Airport,-06:00,31.6114,-97.2306
7,231,32,9419,ACY,Atlantic City International Airport,-05:00,39.4575,-74.5772
8,223,NULL,12473,ADB,Izmir Adnan Menderes Airport,+02:00,38.2925,27.1569
9,112,NULL,9493,ADJ,Amman Civil-Marka Airport,+03:00,31.9728,35.9917
10,14,54,9319,ADL,Adelaide Airport,+09:30,-34.945,138.531
12,231,1,9324,ADQ,Kodiak Airport,-09:00,57.75,-152.494
13,231,44,10938,ADS,Dallas/Fort Worth Addison Airport,-06:00,32.9694,-96.8389
15,11,60,10217,AEP,Buenos Aires Aeroparque J. Newbery Airport,-03:00,-34.5589,-58.4164
16,231,19,9346,AEX,Alexandria International Airport,-06:00,31.3275,-92.5497
18,231,44,10938,AFW,Dallas/Fort Worth Alliance Airport,-06:00,32.9833,-97.3167
19,81,NULL,14079,AGB,Munich Augsburg Airport,+01:00,48.4253,10.9317
20,231,39,14979,AGC,Pittsburgh Allegheny County Airport,-05:00,40.35,-79.9333
21,210,NULL,9365,AGH,Angelholm/Helsingborg Angelholm Airport,+01:00,56.2961,12.8472
22,231,11,9376,AGS,Augusta Bush Field Airport,-05:00,33.37,-81.9644
27,158,NULL,9443,AKL,Auckland International Airport,+12:00,-37.0097,174.792
28,231,35,9458,ALB,Albany International Airport,-05:00,42.7483,-73.8017
29,231,33,9469,ALM,Alamogordo Municipal Airport,-07:00,32.84,-105.991
30,64,NULL,9481,ALY,Alexandria El Nozha Airport,+02:00,31.1839,29.9489
31,231,44,9482,AMA,Amarillo International Airport,-06:00,35.2194,-101.706
33,112,NULL,9493,AMM,Amman Queen Alia International Airport,+03:00,31.7225,35.9933
35,231,1,9509,ANC,Anchorage International Airport,-09:00,61.1744,-149.996
37,223,NULL,9517,ANK,Ankara Etimesgut Airport,+02:00,39.9528,32.6861
38,22,NULL,10156,ANR,Antwerp-Brussels North Airport,+02:00,51.1894,4.46028
39,231,6,10930,APA,Denver Arapahoe County Airport,-07:00,39.5667,-104.833
40,189,NULL,9567,APW,Apia Faleolo Airport,+13:00,-13.8297,-171.997
42,210,NULL,16098,ARN,Stockholm Arlanda Airport,+01:00,59.6519,17.9186
43,14,59,9619,ASP,Alice Springs Airport,+09:30,-23.8067,133.902
44,84,NULL,9636,ATH,Athens Airport,+03:00,37.9364,23.9444
45,231,11,9640,ATL,Atlanta Hartsfield-Jackson Intl Airport,-05:00,33.6367,-84.4281
46,229,NULL,9662,AUH,Abu Dhabi International Airport,+04:00,24.4331,54.6511
47,231,44,9673,AUS,Austin-Bergstrom International Airport,-06:00,30.1944,-97.67
49,74,NULL,9688,AVN,Avignon Caumont Airport,+01:00,43.9067,4.90194
50,231,39,9690,AVP,Wilkes-Barre Scranton International Airport,-05:00,41.3386,-75.7233
51,14,56,13694,AVV,Melbourne Avalon Airport,+10:00,-38.0394,144.469
59,181,NULL,10220,BBU,Bucharest Baneasa - Aurel Vliacu Airport,+02:00,44.5033,26.1022
60,204,NULL,9809,BCN,Barcelona Airport,+01:00,41.2969,2.07833
61,25,NULL,9822,BDA,Bermuda L.F Wade International Airport,-04:00,32.3642,-64.6786
62,231,7,12007,BDL,Hartford Bradley International Airport,-05:00,41.9389,-72.6833
65,231,1,9864,BET,Bethel Municipal Airport,-09:00,60.7797,-161.838
67,231,48,15717,BFI,Seattle Boeing Field Airport,-08:00,47.53,-122.302
69,231,2,13928,BFM,Mobile Aerospace Airport,-06:00,30.6333,-88.0667
70,230,NULL,9885,BFS,Belfast International Airport,+00:00,54.6575,-6.21583
72,104,NULL,9912,BGW,Baghdad Airport,+03:00,33.2625,44.2344
73,108,NULL,13790,BGY,Milan Bergamo/Orio al Serio Airport,+01:00,45.6689,9.70028
74,230,NULL,9885,BHD,Belfast George Best City Airport,+00:00,54.6181,-5.8725
76,230,NULL,9936,BHX,Birmingham International Airport,+00:00,52.4536,-1.74778
78,17,NULL,9950,BIM,Bimini International Airport,-05:00,25.7,-79.2647
79,223,NULL,10294,BJV,Bodrum Milas Airport,+02:00,37.2506,27.6644
80,182,NULL,13949,BKA,Moscow Bykovo Airport,+04:00,55.6167,38.0667
81,231,36,10586,BKL,Cleveland Burke Lakefront Airport,-05:00,41.5175,-81.6833
82,210,NULL,16098,BMA,Stockholm Bromma Airport,+01:00,59.3544,17.9417
85,74,NULL,10086,BOD,Bordeaux Merignac Airport,+01:00,44.8286,-0.715278
87,231,20,10100,BOS,Boston Logan International Airport,-05:00,42.3644,-71.0053
88,231,44,10120,BPT,Beaumont Jefferson County Airport,-06:00,29.9508,-94.0208
90,231,11,16068,BQK,Brunswick Glynco Jetport Airport,-05:00,31.2589,-81.4664
91,211,NULL,10149,BRN,Berne Belp Airport,+01:00,46.9142,7.49722
92,58,NULL,10152,BRQ,Brno Airport,+02:00,49.1514,16.6944
93,22,NULL,10156,BRU,Brussels Airport,+01:00,50.9014,4.48444
94,231,1,10158,BRW,Barrow Wiley Post/Will Rogers Memorial Airport,-09:00,71.2856,-156.766
95,211,NULL,11153,BSL,Basel Airport,+01:00,47.5833,7.53333
96,231,19,10204,BTR,Baton Rouge Metropolitan Airport,-06:00,30.5331,-91.1497
97,198,NULL,10205,BTS,Bratislava M.R.Stefanik Airport,+02:00,48.1703,17.2128
98,74,NULL,14816,BVA,Paris Beauvais-Tille Airport,+01:00,49.4544,2.11278
99,231,21,10267,BWI,Baltimore Washington International Airport,-05:00,39.1753,-76.6683
102,23,NULL,10326,BZE,Belize City Goldson Intl Airport,-06:00,17.5392,-88.3083
104,231,41,10346,CAE,Columbia Metropolitan Airport,-05:00,33.9389,-81.1194
105,231,36,10352,CAK,Akron/Canton Ohio Regional Airport,-05:00,40.9161,-81.4422
106,149,NULL,10360,CAS,Casablanca Anfa Airport,+00:00,33.5569,-7.66056
111,74,NULL,14816,CDG,Paris Charles de Gaulle Airport,+01:00,49.0097,2.54778
112,231,1,10435,CDV,Cordova Mudhole Smith Airport,-09:00,60.4917,-145.477
117,31,97,15638,CGH,Sao Paulo Congonhas Airport,-03:00,-23.6267,-46.6581
118,102,NULL,12560,CGK,Jakarta Soekarno-Hatta Airport,+07:00,-6.12556,106.656
119,81,NULL,10491,CGN,Cologne/Bonn Airport,+01:00,50.8658,7.14278
121,231,43,10502,CHA,Chattanooga Lovell Field Airport,-05:00,35.0353,-85.2039
123,108,NULL,15519,CIA,Rome Ciampino Airport,+01:00,41.7994,12.5972
125,231,23,16072,CIU,Sault Ste Marie Chippewa County Airport,-05:00,46.2508,-84.4725
126,117,NULL,10562,CJU,Jeju International Airport,+09:00,33.5114,126.493
128,231,5,18015,CLD,Carlsbad Airport,-08:00,33.1283,-117.28
129,231,36,10586,CLE,Cleveland Hopkins International Airport,-05:00,41.4117,-81.8497
132,205,NULL,10606,CMB,Colombo Bandaranaike Airport,+05:30,7.18028,79.8853
133,231,36,10612,CMH,Columbus Port Columbus Intl Airport,-05:00,39.9981,-82.8919
134,149,NULL,10360,CMN,Casablanca Mohammed V Airport,+00:00,33.3675,-7.59
135,31,86,9938,CNF,Belo Horizonte Tancredo Neves Int Airport,-03:00,-19.6339,-43.9689
139,231,6,10671,COS,Colorado Springs Peterson Field Airport,-07:00,38.8058,-104.701
140,59,NULL,10686,CPH,Copenhagen Kastrup Airport,+01:00,55.7333,12.5833
141,231,25,16096,CPS,St Louis Bi-State Parks Airport,-06:00,38.5667,-90.1667
143,231,41,14191,CRE,Myrtle Beach Grand Strand Airport,-05:00,33.8167,-78.7333
145,174,NULL,18362,CRK,Clark International Airport,+08:00,15.1861,120.56
146,22,NULL,10156,CRL,Brussels S. Charleroi Airport,+01:00,50.4592,4.45389
147,231,44,10715,CRP,Corpus Christi International Airport,-06:00,27.7703,-97.5011
148,231,11,10732,CSG,Columbus Metropolitan Airport,-05:00,32.5194,-84.9383
151,110,NULL,15997,CTS,Sapporo Chitose Airport,+09:00,42.7753,141.692
155,231,36,10803,CVG,Cincinnati Northern Kentucky Intl Airport,-05:00,39.0489,-84.6678
156,231,33,10809,CVN,Clovis Municipal Airport,-07:00,34.4167,-103.083
158,231,49,9677,CWA,Wausau Central Wisconsin Airport,-06:00,44.7833,-89.6667
159,31,90,10815,CWB,Curitiba Afonso Pena Airport,-03:00,-25.5286,-49.1758
161,237,NULL,14322,CXR,Nha Trang Cam Ranh Airport,+07:00,11.9981,109.219
162,231,51,10848,CYS,Cheyenne Municipal Airport,-07:00,41.1558,-104.812
163,231,44,10938,DAL,Dallas/Fort Worth Love Field Airport,-06:00,32.8472,-96.8517
164,231,36,10894,DAY,Dayton Intl Airport,-05:00,39.9025,-84.2194
165,231,9,17092,DCA,Washington Ronald Reagan National Airport,-05:00,38.8522,-77.0378
166,61,NULL,11051,DCF,Dominica Cane Field Airport,-04:00,15.3367,-61.3922
167,231,6,10930,DEN,Denver Intl Airport,-07:00,39.8617,-104.673
169,231,44,10938,DFW,Dallas/Fort Worth Intl Airport,-06:00,32.8969,-97.0381
173,231,24,11000,DLH,Duluth International Airport,-06:00,46.8422,-92.1936
175,182,NULL,13949,DME,Moscow Domodedovo Airport,+04:00,55.4089,37.9064
181,61,NULL,11051,DOM,Dominica Melville Hall Airport,-04:00,15.5469,-61.3
182,231,15,10510,DPA,Chicago Du Page County Airport,-06:00,41.9144,-88.2464
183,231,6,11080,DRO,Durango La Plata Airport,-07:00,37.15,-107.75
184,231,44,11083,DRT,Del Rio International Airport,-06:00,29.3667,-100.917
185,14,59,11085,DRW,Darwin Airport,+09:30,-12.4147,130.877
187,231,23,11105,DTW,Detroit Wayne County,-05:00,42.2125,-83.3533
189,202,NULL,11118,DUR,Durban International Airport,+02:00,-29.97,30.9506
190,81,NULL,11119,DUS,Duesseldorf International Airport,+01:00,51.2894,6.76667
197,59,NULL,11162,EBJ,Esbjerg Airport,+01:00,55.5258,8.55333
201,231,6,11200,EGE,Vail/Eagle County Airport,-07:00,39.6425,-106.918
204,155,NULL,11216,EIN,Eindhoven Airport,+01:00,51.45,5.37444
205,231,44,11246,ELP,El Paso International Airport,-07:00,31.8072,-106.378
206,230,NULL,14425,EMA,Nottingham East Midlands Airport,+00:00,52.8311,-1.32806
209,48,NULL,13664,EOH,Medellin Enrique Olaya Herrerra Airport,-05:00,6.22,-75.5906
210,152,NULL,17118,ERS,Windhoek Eros Airport,+01:00,-22.6122,17.0806
211,223,NULL,9517,ESB,Ankara Esenboga Airport,+02:00,40.1281,32.995
213,231,32,14506,EWR,Newark Liberty International Airport,-05:00,40.6925,-74.1686
214,231,10,11381,EYW,Key West International Airport,-05:00,24.5561,-81.7594
215,11,60,10217,EZE,Buenos Aires Ministro Pistarini Airport,-03:00,-34.8222,-58.5358
216,231,1,11390,FAI,Fairbanks International Airport,-09:00,64.815,-147.856
217,231,5,11400,FAT,Fresno Yosemite International Airport,-08:00,36.7761,-119.718
218,231,28,11402,FAY,Fayetteville Municipal Airport,-05:00,34.9911,-78.8803
222,108,NULL,15519,FCO,Rome Fiumicino Airport,+01:00,41.8003,12.2389
227,189,NULL,9567,FGI,Apia Fagali'i Airport,+13:00,-13.8333,-171.733
228,51,NULL,11451,FIH,Kinshasa N'Djili Airport,+01:00,-4.38583,15.4444
229,81,NULL,11458,FKB,Karlsruhe/Baden-Baden Baden Airpark Airport,+01:00,48.7794,8.08056
230,231,39,11462,FKL,Franklin Chess Lamberton Airport,-05:00,41.3861,-79.8667
232,231,4,11645,FLG,Grand Canyon Pulliam Field Airport,-07:00,35.1383,-111.671
233,231,10,13781,FLL,Fort Lauderdale/Hollywood Intl Airport,-05:00,26.0725,-80.1528
234,108,NULL,11479,FLR,Florence Airport,+02:00,43.8086,11.2028
237,231,10,11494,FMY,Fort Myers Page Field Airport,-05:00,26.5833,-81.8667
238,196,NULL,11495,FNA,Freetown Lungi International Airport,+00:00,8.61639,-13.1956
239,231,6,11504,FNL,Fort Collins/Loveland Municipal Airport,-07:00,40.4517,-105.012
241,81,NULL,11526,FRA,Frankfurt International Airport,+01:00,50.0331,8.57056
244,231,11,9640,FTY,Atlanta Fulton County Airport,-05:00,33.75,-84.3833
245,231,16,11579,FWA,Fort Wayne Baer Field Airport,-05:00,40.9786,-85.1953
247,231,10,11474,FXE,Fort Lauderdale Executive Airport,-05:00,26.1833,-80.1667
249,56,NULL,11605,GAO,Guantanamo Los Canos Airport,-05:00,20.0853,-75.1583
252,231,4,11645,GCN,Grand Canyon National Park Airport,-07:00,35.9525,-112.147
254,157,NULL,14411,GEA,Noumea Magenta Airport,+11:00,-22.2583,166.473
255,231,48,11671,GEG,Spokane International Airport,-08:00,47.62,-117.534
257,31,91,15449,GIG,Rio de Janeiro International Airport,-03:00,-22.8089,-43.2436
258,230,NULL,11741,GLA,Glasgow International Airport,+00:00,55.8719,-4.43333
259,117,NULL,15727,GMP,Seoul Gimpo International Airport,+09:00,37.5583,126.791
261,74,NULL,13578,GNB,Grenoble-Isere Airport,+01:00,45.3631,5.33278
263,210,NULL,11807,GOT,Goteborg Landvetter Airport,+01:00,57.6628,12.2797
265,231,44,12311,GRK,Killeen Gray AAF Airport,-06:00,31.0672,-97.8289
266,31,97,15638,GRU,Sao Paulo Guarulhos Intl Airport,-03:00,-23.4319,-46.4694
267,210,NULL,11807,GSE,Goteborg City Airport,+01:00,57.7747,11.8703
268,231,41,11855,GSP,Greenville/Spartanburg Airport,-05:00,34.8956,-82.2189
269,231,1,11859,GST,Gustavus Airport,-09:00,58.4253,-135.708
270,231,27,11866,GTF,Great Falls International Airport,-07:00,47.4819,-111.371
272,231,26,16733,GTR,Columbus Golden Triangle Regional Airport,-06:00,33.4667,-88.3833
273,88,NULL,11886,GUM,Guam Antonio B Won Pat International Airport,+10:00,13.4833,144.796
278,16,NULL,9755,GYD,Baku Heydar Aliyev International Airport,+04:00,40.4675,50.0467
280,49,NULL,17796,HAH,Moroni International Prince Said Airport,+03:00,-11.5336,43.2719
281,81,NULL,11946,HAJ,Hannover Airport,+01:00,52.4611,9.685
282,81,NULL,11949,HAM,Hamburg Airport,+01:00,53.6303,9.98833
286,64,NULL,9481,HBE,Alexandria Borg el Arab Airport,+02:00,30.9178,29.6964
289,231,6,15665,HDN,Steamboat Springs Hayden Yampa Valley Airport,-07:00,40.5194,-106.869
293,231,7,12007,HFD,Hartford Brainard Airport,-05:00,41.7367,-72.65
295,81,NULL,11526,HHN,Frankfurt Hahn Airport,+01:00,49.9486,7.26389
299,110,NULL,12036,HIJ,Hiroshima International Airport,+09:00,34.4361,132.919
303,98,NULL,12050,HKG,Hong Kong International Airport,+08:00,22.3089,113.915
308,110,NULL,16706,HND,Tokyo Haneda Airport,+09:00,35.5522,139.78
309,231,12,12092,HNL,Honolulu International Airport,-10:00,21.3222,-157.924
310,231,33,12100,HOB,Hobbs Lea County Airport,-07:00,32.6833,-103.217
311,231,44,12118,HOU,Houston Hobby Airport,-06:00,29.6456,-95.2789
315,231,2,12159,HSV,Huntsville International Airport,-06:00,34.6372,-86.775
319,231,9,17092,IAD,Washington Dulles International Airport,-05:00,38.9444,-77.4558
320,231,44,12118,IAH,Houston George Bush Intercontinental Ap Airport,-06:00,29.9844,-95.3414
321,117,NULL,15727,ICN,Seoul Incheon International Airport,+09:00,37.4692,126.451
322,231,17,12252,ICT,Wichita Mid-Continent Airport,-06:00,37.6528,-97.4331
323,228,NULL,12269,IEV,Kiev Zhulyany Airport,+02:00,50.4017,30.4497
325,103,NULL,16401,IKA,Tehran Imam Khomeini International Airport,+03:30,35.4161,51.1522
329,231,5,12381,IPL,Imperial County Airport,-08:00,32.8361,-115.567
330,230,NULL,12405,ISC,Isles of Scilly St Mary's Airport,+00:00,49.9133,-6.29167
331,223,NULL,12420,IST,Istanbul Ataturk Airport,+02:00,40.9769,28.8147
332,110,NULL,14713,ITM,Osaka Itami Airport,+09:00,34.7856,135.438
336,231,26,12487,JAN,Jackson-Evers International Airport,-06:00,32.3111,-90.0758
338,231,10,12495,JAX,Jacksonville International Airport,-05:00,30.4942,-81.6878
354,231,35,14506,JFK,New York J F Kennedy International Airport,-05:00,40.6397,-73.7789
355,231,4,11645,JGC,Grand Canyon H/P Airport,-07:00,35.975,-112.14
369,202,NULL,12578,JNB,Johannesburg O.R. Tambo International Airport,+02:00,-26.1392,28.2461
376,231,35,14506,JRB,New York Downtown Manhattan H/P Airport,-05:00,40.7,-74
391,228,NULL,12269,KBP,Kiev Borispol Airport,+02:00,50.345,30.8947
393,231,1,12704,KCG,Chignik Fisheries Airport,-09:00,56.3,-158.4
394,231,1,12704,KCL,Chignik Lagoon Airport,-09:00,56.3,-158.533
395,231,1,12704,KCQ,Chignik Lake Airport,-09:00,56.2603,-158.774
397,100,NULL,15400,KEF,Reykjavik Keflavik International Airport,+00:00,63.985,-22.6056
398,109,NULL,12824,KIN,Kingston Norman Manley Intl Airport,-05:00,17.9356,-76.7875
400,110,NULL,14713,KIX,Osaka Kansai International Airport,+09:00,34.4272,135.244
401,165,NULL,12999,KRS,Kristiansand Kjevik Airport,+01:00,58.2042,8.08528
402,231,1,13045,KTN,Ketchikan International Airport,-09:00,55.3556,-131.714
404,133,NULL,13067,KUL,Kuala Lumpur International Airport,+08:00,2.74556,101.715
406,231,34,13163,LAS,Las Vegas McCarran International Airport,-08:00,36.08,-115.152
407,231,5,13168,LAX,Los Angeles International Airport,-08:00,33.9425,-118.408
408,231,44,13172,LBB,Lubbock Preston Smith International Airport,-06:00,33.6636,-101.823
409,81,NULL,11949,LBC,Hamburg Luebeck-Blankensee Airport,+01:00,53.8053,10.7192
411,231,36,10612,LCK,Columbus Rickenbacker Airport,-05:00,39.8139,-82.9278
412,230,NULL,13414,LCY,London City Airport,+00:00,51.505,0.0541667
413,182,NULL,13234,LED,St Petersburg Pulkovo Airport,+04:00,59.8003,30.2625
414,231,18,13254,LEX,Lexington Blue Grass Airport,-05:00,38.0364,-84.6058
416,231,19,13264,LFT,Lafayette Regional Airport,-06:00,30.2053,-91.9875
417,231,35,14506,LGA,New York La Guardia Airport,-05:00,40.7772,-73.8725
418,231,5,13266,LGB,Long Beach Airport,-08:00,33.8178,-118.152
420,22,NULL,13270,LGG,Liege Airport,+01:00,50.6375,5.44333
421,230,NULL,13414,LGW,London Gatwick Airport,+00:00,51.1481,-0.190278
422,230,NULL,13414,LHR,London Heathrow Airport,+00:00,51.4775,-0.461389
423,45,NULL,13298,LHW,Lanzhou Airport,+08:00,36.5167,103.617
424,231,12,13306,LIH,Kauai Island Lihue Municipal Airport,-10:00,21.9761,-159.339
425,74,NULL,13310,LIL,Lille Lesquin Airport,+01:00,50.5633,3.08694
426,108,NULL,13790,LIN,Milan Linate Airport,+01:00,45.4494,9.27833
437,230,NULL,15716,LSI,Shetland Islands Sumburgh Airport,+00:00,59.8789,-1.29556
439,230,NULL,13414,LTN,London Luton Airport,+00:00,51.8747,-0.368333
441,231,4,14962,LUF,Phoenix Luke AFB Airport,-07:00,33.4333,-112.017
442,231,36,10803,LUK,Cincinnati Municipal Airport,-05:00,39.1,-84.4167
446,74,NULL,13578,LYS,Lyon St-Exupery Airport,+01:00,45.7256,5.08111
449,204,NULL,13592,MAD,Madrid Barajas Airport,+01:00,40.4936,-3.56667
450,231,44,13594,MAF,Midland Odessa Regional Airport,-06:00,31.9425,-102.202
451,230,NULL,13602,MAN,Manchester International Airport,+01:00,53.3536,-2.275
453,231,5,13643,MCE,Merced Macready Regional Airport,-08:00,37.2833,-120.517
455,231,25,13831,MCI,Kansas City International Airport,-06:00,39.2975,-94.7139
456,231,11,13650,MCN,Macon Lewis B Wilson Airport,-05:00,32.6928,-83.6492
457,231,10,14699,MCO,Orlando International Airport,-05:00,28.4294,-81.3089
460,48,NULL,13664,MDE,Medellin Jose Maria Cordova Intl Airport,-05:00,6.16444,-75.4231
461,231,39,11953,MDT,Harrisburg International Airport,-05:00,40.1936,-76.7633
462,231,15,10510,MDW,Chicago Midway Airport,-06:00,41.7861,-87.7525
464,14,56,13694,MEL,Melbourne Airport,+10:00,-37.6733,144.843
465,231,43,13695,MEM,Memphis International Airport,-06:00,35.0425,-89.9767
467,142,NULL,13705,MEX,Mexico City Juarez International Airport,-06:00,19.4364,-99.0722
470,231,2,13745,MGM,Montgomery Dannelly Field Airport,-06:00,32.3006,-86.3939
473,21,NULL,14043,MHP,Minsk International Airport 1,+03:00,53.8644,27.5397
474,231,5,15626,MHR,Sacramento Mather AFB Airport,-08:00,38.5667,-121.3
476,231,10,13781,MIA,Miami International Airport,-05:00,25.7933,-80.2906
480,231,25,13831,MKC,Kansas City Downtown Airport,-06:00,39.1167,-94.5833
481,231,49,13833,MKE,Milwaukee General Mitchell Intl Airport,-06:00,42.9472,-87.8967
485,74,NULL,11153,MLH,Mulhouse Airport,+01:00,47.59,7.52917
486,124,NULL,13875,MLW,Monrovia Sprigg-Payne Airport,+00:00,6.28917,-10.7586
489,210,NULL,13879,MMX,Malmo Airport,+01:00,55.5303,13.3717
490,174,NULL,13912,MNL,Manila Ninoy Aquino International Airport,+08:00,14.5086,121.019
491,231,2,13928,MOB,Mobile Municipal Airport,-06:00,30.6911,-88.2428
493,231,29,13946,MOT,Minot International Airport,-06:00,48.2594,-101.28
494,74,NULL,13963,MPL,Montpellier Mediterranee Airport,+01:00,43.5833,3.96139
497,74,NULL,14020,MRS,Marseille Provence Airport,+01:00,43.4367,5.215
498,231,5,14026,MRY,Monterey Peninsula Airport,-08:00,36.5869,-121.843
500,231,24,14042,MSP,Minneapolis International Airport,-06:00,44.8819,-93.2217
501,21,NULL,14043,MSQ,Minsk International Airport 2,+03:00,53.8825,28.0308
502,155,NULL,14046,MST,Maastricht/Aachen DE Airport,+02:00,50.9158,5.77694
503,231,19,14051,MSY,New Orleans Louis Armstrong Intl Airport,-06:00,29.9933,-90.2581
507,142,NULL,14075,MTY,Monterrey General Mariano Escobedo Airport,-06:00,25.7786,-100.107
508,81,NULL,14079,MUC,Munich International Airport,+01:00,48.3539,11.7861
512,231,48,14133,MWH,Moses Lake Grant County Airport,-08:00,47.2083,-119.32
515,108,NULL,13790,MXP,Milan Malpensa Airport,+01:00,45.63,8.72306
517,231,41,14191,MYR,Myrtle Beach AFB Airport,-05:00,33.6797,-78.9283
520,108,NULL,14240,NAP,Naples Capodichino Airport,+01:00,40.8844,14.2908
521,17,NULL,14243,NAS,Nassau International Airport,-05:00,25.0389,-77.4661
522,45,NULL,9981,NAY,Beijing Nanyuan Airport,+08:00,39.8861,116.286
524,114,NULL,14255,NBO,Nairobi Jomo Kenyatta International Airport,+03:00,-1.31917,36.9278
525,56,NULL,11605,NBW,Guantanamo NAS Airport,-05:00,19.9833,-75.1667
534,110,NULL,14316,NGO,Nagoya Chubu Centrair International Airport,+09:00,34.8583,136.805
538,237,NULL,14322,NHA,Nha Trang Airport,+07:00,12.2275,109.192
541,110,NULL,14316,NKM,Nagoya Komaki Airport,+09:00,35.255,136.924
543,51,NULL,11451,NLO,Kinshasa N'Dolo Airport,+01:00,-4.31667,15.3167
545,157,NULL,14411,NOU,Noumea Tontouta Airport,+11:00,-22.0144,166.213
550,81,NULL,11119,NRN,Duesseldorf Weeze Airport,+01:00,51.6025,6.14222
551,110,NULL,16706,NRT,Tokyo Narita Airport,+09:00,35.7647,140.386
554,38,NULL,17420,NSI,Yaounde Nsimalen Airport,+01:00,3.7225,11.5533
555,74,NULL,14457,NTE,Nantes Atlantique Airport,+01:00,47.1569,-1.60778
556,14,52,14461,NTL,Newcastle Williamtown Airport,+10:00,-32.795,151.834
558,81,NULL,14474,NUE,Nuremberg Airport,+02:00,49.4986,11.0669
561,210,NULL,16098,NYO,Stockholm Skavsta Airport,+01:00,58.7886,16.9122
564,231,5,14520,OAK,Oakland International Airport,-08:00,37.7214,-122.221
566,230,NULL,14534,OBN,Oban Connel Airport,+01:00,56.4667,-5.4
573,110,NULL,14599,OKA,Okinawa Naha Airport,+09:00,26.1958,127.646
574,231,37,14601,OKC,Oklahoma City Will Rogers Airport,-06:00,35.3931,-97.6008
575,110,NULL,15997,OKD,Sapporo Okadama Airport,+09:00,43.1161,141.38
577,231,30,14638,OMA,Omaha Eppley Airfield Airport,-06:00,41.3031,-95.8942
578,231,5,14672,ONT,Ontario LA/Ontario International Airport,-08:00,34.0561,-117.601
579,231,10,13781,OPF,Miami Opa Locka Airport,-05:00,25.8028,-80.2833
580,231,15,10510,ORD,Chicago O'Hare International Airport,-06:00,41.9786,-87.9047
581,231,46,14694,ORF,Norfolk International Airport,-05:00,36.8947,-76.2011
583,231,10,14699,ORL,Orlando Herndon Airport,-05:00,28.5333,-81.35
584,4,NULL,14701,ORN,Oran Es Senia Airport,+01:00,35.6239,-0.621111
585,74,NULL,14816,ORY,Paris Orly Airport,+01:00,48.7233,2.37944
586,165,NULL,14722,OSL,Oslo Gardermoen Airport,+01:00,60.1939,11.1003
588,181,NULL,10220,OTP,Bucharest Henri Coanda Airport,+02:00,44.5722,26.1022
590,170,NULL,15213,PAC,Panama City Paitilla Airport,-05:00,8.97333,-79.5556
593,231,35,18107,PBG,Plattsburgh Airport,-04:00,44.5025,-73.4689
594,231,10,14831,PBI,West Palm Beach International Airport,-05:00,26.6831,-80.0956
595,207,NULL,14835,PBM,Paramaribo Johan A Pengel Airport,-03:00,5.45278,-55.1878
597,45,NULL,9981,PEK,Beijing Capital Airport,+08:00,40.08,116.584
598,231,10,14917,PFN,Panama City Bay County Airport,-06:00,30.2289,-85.6828
599,231,39,14952,PHL,Philadelphia International Airport,-05:00,39.8719,-75.2411
600,231,4,14962,PHX,Phoenix Sky Harbor Intl Airport,-07:00,33.4342,-112.012
601,231,26,13519,PIB,Laurel Hattiesburg-Laurel Regional Airport,-06:00,31.4672,-89.3369
603,231,10,16563,PIE,Tampa St Petersbrg-Clearwater Intl Airport,-05:00,27.9103,-82.6875
605,230,NULL,11741,PIK,Glasgow Prestwick Airport,+00:00,55.5094,-4.58667
606,231,1,14975,PIP,Pilot Point Airport,-09:00,57.5803,-157.572
607,74,NULL,14978,PIS,Poitiers Biard Airport,+01:00,46.5875,0.306667
608,231,39,14979,PIT,Pittsburgh International Airport,-05:00,40.4914,-80.2328
610,31,86,9938,PLU,Belo Horizonte Pampulha Airport,-03:00,-19.8511,-43.9506
611,108,NULL,13790,PMF,Milan Parma Airport,+01:00,44.8222,10.2953
612,231,39,14952,PNE,Philadelphia North Philadelphia Airport,-05:00,40.0833,-75.0167
613,231,10,15080,PNS,Pensacola Municipal Airport,-06:00,30.4733,-87.1867
618,108,NULL,18110,PSA,Pisa Airport,+02:00,43.6828,10.3956
620,231,5,15179,PSP,Palm Springs Municipal Airport,-08:00,33.8297,-116.507
622,170,NULL,15213,PTY,Panama City Tocumen International Airport,-05:00,9.07139,-79.3833
623,45,NULL,15789,PVG,Shanghai Pudong International Airport,+08:00,31.1433,121.805
625,231,15,10510,PWK,Chicago Palwaukee Airport,-06:00,42,-87.9667
629,231,42,15331,RAP,Rapid City Regional Airport,-07:00,44.0453,-103.058
633,231,15,10510,RFD,Chicago Rockford Airport,-06:00,42.1953,-89.0972
638,59,NULL,10686,RKE,Copenhagen Roskilde Airport,+01:00,55.6667,12.5833
639,100,NULL,15400,RKV,Reykjavik Airport,+00:00,64.13,-21.9406
641,205,NULL,10606,RML,Colombo Ratmalana Airport,+05:30,6.81667,79.8833
643,74,NULL,15507,RNS,Rennes St Jacques Airport,+01:00,48.0719,-1.73222
